,Description,Price
0,مک بوک ایر 8GB RAM | 256GB SSD | M1 | MGN63 ا Macbook air MGN63,مک بوک ایر 8GB RAM | 256GB SSD | M1 | MGN63 ا Macbook air MGN63 از ۲۶٫۹۹۹٫۰۰۰ توماندر ۳۲ فروشگاه    
1,مک بوک ایر 8GB RAM | 256GB SSD | M1 | MGN63 ا Macbook air MGN63,مک بوک ایر 8GB RAM | 256GB SSD | M1 | MGN63 ا Macbook air MGN63 از ۲۶٫۹۹۹٫۰۰۰ توماندر ۳۲ فروشگاه    
2,مک بوک ایر 8GB RAM | 256GB SSD | M1 | MGN63 ا Macbook air MGN63,
3,لپ تاپ ایسوس مدل TUF Dash F15 FX516PM گرافیک 6 گیگابایت ا Asus TUF Dash F15 FX516PM i7 11370H-16GB-512 SSD-6GB  3060 Laptop,لپ تاپ ایسوس مدل TUF Dash F15 FX516PM گرافیک 6 گیگابایت ا Asus TUF Dash F15 FX516PM i7 11370H-16GB-512 SSD-6GB  3060 Laptop از ۴۰٫۸۵۰٫۰۰۰ توماندر ۱۲ فروشگاه    
4,لپ تاپ ایسوس مدل TUF Dash F15 FX516PM گرافیک 6 گیگابایت ا Asus TUF Dash F15 FX516PM i7 11370H-16GB-512 SSD-6GB  3060 Laptop,لپ تاپ ایسوس مدل TUF Dash F15 FX516PM گرافیک 6 گیگابایت ا Asus TUF Dash F15 FX516PM i7 11370H-16GB-512 SSD-6GB  3060 Laptop از ۴۰٫۸۵۰٫۰۰۰ توماندر ۱۲ فروشگاه    
5,لپ تاپ ایسوس مدل TUF Dash F15 FX516PM گرافیک 6 گیگابایت ا Asus TUF Dash F15 FX516PM i7 11370H-16GB-512 SSD-6GB  3060 Laptop,
6,لپ تاپ 15 اینچ ایسوس X543MA ا Asus X543MA | 15 inch | Celeron | 4GB | 1TB,لپ تاپ 15 اینچ ایسوس X543MA ا Asus X543MA | 15 inch | Celeron | 4GB | 1TB از ۸٫۴۴۵٫۰۰۰ توماندر ۳۲ فروشگاه    
7,لپ تاپ 15 اینچ ایسوس X543MA ا Asus X543MA | 15 inch | Celeron | 4GB | 1TB,لپ تاپ 15 اینچ ایسوس X543MA ا Asus X543MA | 15 inch | Celeron | 4GB | 1TB از ۸٫۴۴۵٫۰۰۰ توماندر ۳۲ فروشگاه    
8,لپ تاپ 15 اینچ ایسوس X543MA ا Asus X543MA | 15 inch | Celeron | 4GB | 1TB,
9,لپ تاپ ایسوس VivoBook S533EQ i7 1165G7/16GB/1TB SSD/2G MX350 ا ASUS VivoBook S533EQ i7 1165G7/16GB/1TB SSD/2G MX350 FHD Touch Laptop,لپ تاپ ایسوس VivoBook S533EQ i7 1165G7/16GB/1TB SSD/2G MX350 ا ASUS VivoBook S533EQ i7 1165G7/16GB/1TB SSD/2G MX350 FHD Touch Laptop۴% در هدفاز ۳۲٫۰۰۰٫۰۰۰ توماندر ۲۵ فروشگاه    
10,لپ تاپ ایسوس VivoBook S533EQ i7 1165G7/16GB/1TB SSD/2G MX350 ا ASUS VivoBook S533EQ i7 1165G7/16GB/1TB SSD/2G MX350 FHD Touch Laptop,لپ تاپ ایسوس VivoBook S533EQ i7 1165G7/16GB/1TB SSD/2G MX350 ا ASUS VivoBook S533EQ i7 1165G7/16GB/1TB SSD/2G MX350 FHD Touch Laptop۴% در هدفاز ۳۲٫۰۰۰٫۰۰۰ توماندر ۲۵ فروشگاه    
11,لپ تاپ ایسوس VivoBook S533EQ i7 1165G7/16GB/1TB SSD/2G MX350 ا ASUS VivoBook S533EQ i7 1165G7/16GB/1TB SSD/2G MX350 FHD Touch Laptop,
12,لپ تاپ ایسوس | G512LI | i7 - 8GB - 512GB SSD - 1650TI 4GB ا ASUS G512LI i7 8GB 512GB SSD 1650TI 4GB laptop,لپ تاپ ایسوس | G512LI | i7 - 8GB - 512GB SSD - 1650TI 4GB ا ASUS G512LI i7 8GB 512GB SSD 1650TI 4GB laptop۶% در پردیس رایانهاز ۳۱٫۴۹۰٫۰۰۰ توماندر ۱۶ فروشگاه    
13,لپ تاپ ایسوس | G512LI | i7 - 8GB - 512GB SSD - 1650TI 4GB ا ASUS G512LI i7 8GB 512GB SSD 1650TI 4GB laptop,لپ تاپ ایسوس | G512LI | i7 - 8GB - 512GB SSD - 1650TI 4GB ا ASUS G512LI i7 8GB 512GB SSD 1650TI 4GB laptop۶% در پردیس رایانهاز ۳۱٫۴۹۰٫۰۰۰ توماندر ۱۶ فروشگاه    
14,لپ تاپ ایسوس | G512LI | i7 - 8GB - 512GB SSD - 1650TI 4GB ا ASUS G512LI i7 8GB 512GB SSD 1650TI 4GB laptop,
15,مک بوک پرو  8GB RAM | 256GB SSD | M1 | MYD82 ا MacBook Pro MYD82,مک بوک پرو  8GB RAM | 256GB SSD | M1 | MYD82 ا MacBook Pro MYD82 از ۳۵٫۹۰۰٫۰۰۰ توماندر ۳۰ فروشگاه    
16,مک بوک پرو  8GB RAM | 256GB SSD | M1 | MYD82 ا MacBook Pro MYD82,مک بوک پرو  8GB RAM | 256GB SSD | M1 | MYD82 ا MacBook Pro MYD82 از ۳۵٫۹۰۰٫۰۰۰ توماندر ۳۰ فروشگاه    
17,مک بوک پرو  8GB RAM | 256GB SSD | M1 | MYD82 ا MacBook Pro MYD82,
18,لپ تاپ لنوو  8G RAM | 512GB SSD | 2GB VGA | i5 | IdeaPad 5 ا Lenovo IdeaPad 5 ,لپ تاپ لنوو  8G RAM | 512GB SSD | 2GB VGA | i5 | IdeaPad 5 ا Lenovo IdeaPad 5  از ۲۱٫۵۹۰٫۰۰۰ توماندر ۷ فروشگاه    
19,لپ تاپ لنوو  8G RAM | 512GB SSD | 2GB VGA | i5 | IdeaPad 5 ا Lenovo IdeaPad 5 ,لپ تاپ لنوو  8G RAM | 512GB SSD | 2GB VGA | i5 | IdeaPad 5 ا Lenovo IdeaPad 5  از ۲۱٫۵۹۰٫۰۰۰ توماندر ۷ فروشگاه    
20,لپ تاپ لنوو  8G RAM | 512GB SSD | 2GB VGA | i5 | IdeaPad 5 ا Lenovo IdeaPad 5 ,
21,Asus ROG Zephyrus GU502LU I7 (10750H) - 16GB - 512GB - 6GB(GTX 1660 Ti) laptop ا لپ تاپ ایسوس راگ زفیروس مدل Asus ROG Zephyrus GU502LU I7 (10750) - 16GB - 512GB - 6GB(GTX 1660 Ti) laptop,Asus ROG Zephyrus GU502LU I7 (10750H) - 16GB - 512GB - 6GB(GTX 1660 Ti) laptop ا لپ تاپ ایسوس راگ زفیروس مدل Asus ROG Zephyrus GU502LU I7 (10750) - 16GB - 512GB - 6GB(GTX 1660 Ti) laptop از ۳۷٫۴۶۹٫۰۰۰ توماندر ۵ فروشگاه    
22,Asus ROG Zephyrus GU502LU I7 (10750H) - 16GB - 512GB - 6GB(GTX 1660 Ti) laptop ا لپ تاپ ایسوس راگ زفیروس مدل Asus ROG Zephyrus GU502LU I7 (10750) - 16GB - 512GB - 6GB(GTX 1660 Ti) laptop,Asus ROG Zephyrus GU502LU I7 (10750H) - 16GB - 512GB - 6GB(GTX 1660 Ti) laptop ا لپ تاپ ایسوس راگ زفیروس مدل Asus ROG Zephyrus GU502LU I7 (10750) - 16GB - 512GB - 6GB(GTX 1660 Ti) laptop از ۳۷٫۴۶۹٫۰۰۰ توماندر ۵ فروشگاه    
23,Asus ROG Zephyrus GU502LU I7 (10750H) - 16GB - 512GB - 6GB(GTX 1660 Ti) laptop ا لپ تاپ ایسوس راگ زفیروس مدل Asus ROG Zephyrus GU502LU I7 (10750) - 16GB - 512GB - 6GB(GTX 1660 Ti) laptop,
24,لپ تاپ 14 اینچ ایسوس ZenBook 14 UX425EA-B ا (Asus i3 (1115G4)-8GB-512GB(SSD)-VGA(INT)),لپ تاپ 14 اینچ ایسوس ZenBook 14 UX425EA-B ا (Asus i3 (1115G4)-8GB-512GB(SSD)-VGA(INT))۵۶% در مشهد کالااز ۲۱٫۷۹۸٫۰۰۰ توماندر ۱۰ فروشگاه    
25,لپ تاپ 14 اینچ ایسوس ZenBook 14 UX425EA-B ا (Asus i3 (1115G4)-8GB-512GB(SSD)-VGA(INT)),لپ تاپ 14 اینچ ایسوس ZenBook 14 UX425EA-B ا (Asus i3 (1115G4)-8GB-512GB(SSD)-VGA(INT))۵۶% در مشهد کالااز ۲۱٫۷۹۸٫۰۰۰ توماندر ۱۰ فروشگاه    
26,لپ تاپ 14 اینچ ایسوس ZenBook 14 UX425EA-B ا (Asus i3 (1115G4)-8GB-512GB(SSD)-VGA(INT)),
27,لپ تاپ 15 اینچی ایسوس مدل ASUS ROG Zephyrus GU502LW,لپ تاپ 15 اینچی ایسوس مدل ASUS ROG Zephyrus GU502LW۱% در کامپیوتر مفیداز ۴۱٫۱۵۰٫۰۰۰ توماندر ۸ فروشگاه    
28,لپ تاپ 15 اینچی ایسوس مدل ASUS ROG Zephyrus GU502LW,لپ تاپ 15 اینچی ایسوس مدل ASUS ROG Zephyrus GU502LW۱% در کامپیوتر مفیداز ۴۱٫۱۵۰٫۰۰۰ توماندر ۸ فروشگاه    
29,لپ تاپ 15 اینچی ایسوس مدل ASUS ROG Zephyrus GU502LW,
30,لپ تاپ  لنوو  16GB RAM | 1+256GB SSD | 4GB VGA | i7 | 15IMH05 ا Lenovo IdeaPad Gaming 3 15IMH05 ,لپ تاپ  لنوو  16GB RAM | 1+256GB SSD | 4GB VGA | i7 | 15IMH05 ا Lenovo IdeaPad Gaming 3 15IMH05  از ۳۱٫۴۸۸٫۰۰۰ توماندر ۱۹ فروشگاه    
31,لپ تاپ  لنوو  16GB RAM | 1+256GB SSD | 4GB VGA | i7 | 15IMH05 ا Lenovo IdeaPad Gaming 3 15IMH05 ,لپ تاپ  لنوو  16GB RAM | 1+256GB SSD | 4GB VGA | i7 | 15IMH05 ا Lenovo IdeaPad Gaming 3 15IMH05  از ۳۱٫۴۸۸٫۰۰۰ توماندر ۱۹ فروشگاه    
32,لپ تاپ  لنوو  16GB RAM | 1+256GB SSD | 4GB VGA | i7 | 15IMH05 ا Lenovo IdeaPad Gaming 3 15IMH05 ,
33,لپ تاپ لنوو  12GB RAM | 1TB | 2GB VGA | i5 | IdeaPad L3 ا Lenovo IdeaPad L3 ,لپ تاپ لنوو  12GB RAM | 1TB | 2GB VGA | i5 | IdeaPad L3 ا Lenovo IdeaPad L3  از ۱۸٫۴۵۰٫۰۰۰ توماندر ۹ فروشگاه    
34,لپ تاپ لنوو  12GB RAM | 1TB | 2GB VGA | i5 | IdeaPad L3 ا Lenovo IdeaPad L3 ,لپ تاپ لنوو  12GB RAM | 1TB | 2GB VGA | i5 | IdeaPad L3 ا Lenovo IdeaPad L3  از ۱۸٫۴۵۰٫۰۰۰ توماندر ۹ فروشگاه    
35,لپ تاپ لنوو  12GB RAM | 1TB | 2GB VGA | i5 | IdeaPad L3 ا Lenovo IdeaPad L3 ,
36,i7(1165G7) 16GB 1TBSSD Intel Asus ZenBook 13 UX325EA ا لپ تاپ ایسوس زنبوک  UX325EA i7,i7(1165G7) 16GB 1TBSSD Intel Asus ZenBook 13 UX325EA ا لپ تاپ ایسوس زنبوک  UX325EA i7 از ۲۷٫۷۵۰٫۰۰۰ توماندر ۲۴ فروشگاه    
37,i7(1165G7) 16GB 1TBSSD Intel Asus ZenBook 13 UX325EA ا لپ تاپ ایسوس زنبوک  UX325EA i7,i7(1165G7) 16GB 1TBSSD Intel Asus ZenBook 13 UX325EA ا لپ تاپ ایسوس زنبوک  UX325EA i7 از ۲۷٫۷۵۰٫۰۰۰ توماندر ۲۴ فروشگاه    
38,i7(1165G7) 16GB 1TBSSD Intel Asus ZenBook 13 UX325EA ا لپ تاپ ایسوس زنبوک  UX325EA i7,
39,لپ تاپ ایسوس مدل ASUS E410MA N4020 4GB 128GB Intel,لپ تاپ ایسوس مدل ASUS E410MA N4020 4GB 128GB Intel از ۸٫۲۶۰٫۰۰۰ توماندر ۹ فروشگاه    
40,لپ تاپ ایسوس مدل ASUS E410MA N4020 4GB 128GB Intel,لپ تاپ ایسوس مدل ASUS E410MA N4020 4GB 128GB Intel از ۸٫۲۶۰٫۰۰۰ توماندر ۹ فروشگاه    
41,لپ تاپ ایسوس مدل ASUS E410MA N4020 4GB 128GB Intel,
42,لپ تاپ لنوو  8GB RAM | 1TB | Celeron | Ideapad 330 ا Lenovo Ideapad 330,لپ تاپ لنوو  8GB RAM | 1TB | Celeron | Ideapad 330 ا Lenovo Ideapad 330 از ۹٫۵۵۰٫۰۰۰ توماندر ۳ فروشگاه    
43,لپ تاپ لنوو  8GB RAM | 1TB | Celeron | Ideapad 330 ا Lenovo Ideapad 330,لپ تاپ لنوو  8GB RAM | 1TB | Celeron | Ideapad 330 ا Lenovo Ideapad 330 از ۹٫۵۵۰٫۰۰۰ توماندر ۳ فروشگاه    
44,لپ تاپ لنوو  8GB RAM | 1TB | Celeron | Ideapad 330 ا Lenovo Ideapad 330,
45,لپ تاپ لنوو IdeaPad 5-AA ا Lenovo i7 1165G7-16GB-1TB+256SSD-2GB MX450-B-F,لپ تاپ لنوو IdeaPad 5-AA ا Lenovo i7 1165G7-16GB-1TB+256SSD-2GB MX450-B-F از ۲۷٫۴۵۰٫۰۰۰ توماندر ۱۹ فروشگاه    
46,لپ تاپ لنوو IdeaPad 5-AA ا Lenovo i7 1165G7-16GB-1TB+256SSD-2GB MX450-B-F,لپ تاپ لنوو IdeaPad 5-AA ا Lenovo i7 1165G7-16GB-1TB+256SSD-2GB MX450-B-F از ۲۷٫۴۵۰٫۰۰۰ توماندر ۱۹ فروشگاه    
47,لپ تاپ لنوو IdeaPad 5-AA ا Lenovo i7 1165G7-16GB-1TB+256SSD-2GB MX450-B-F,
48,ASUS ROG Strix G15 G512LI Core i7 10750H 16GB 1TB ssd GTX1650TI 4GB ا ASUS ROG Strix G15 G512LI Core i7,ASUS ROG Strix G15 G512LI Core i7 10750H 16GB 1TB ssd GTX1650TI 4GB ا ASUS ROG Strix G15 G512LI Core i7 از ۳۶٫۶۰۰٫۰۰۰ توماندر ۱۳ فروشگاه    
49,ASUS ROG Strix G15 G512LI Core i7 10750H 16GB 1TB ssd GTX1650TI 4GB ا ASUS ROG Strix G15 G512LI Core i7,ASUS ROG Strix G15 G512LI Core i7 10750H 16GB 1TB ssd GTX1650TI 4GB ا ASUS ROG Strix G15 G512LI Core i7 از ۳۶٫۶۰۰٫۰۰۰ توماندر ۱۳ فروشگاه    
50,ASUS ROG Strix G15 G512LI Core i7 10750H 16GB 1TB ssd GTX1650TI 4GB ا ASUS ROG Strix G15 G512LI Core i7,
51,لپ تاپ ایسوس مدل VivoBook X543MA ا Asus VivoBook X543MA Celeron 4GB 500GB INTEL HD,لپ تاپ ایسوس مدل VivoBook X543MA ا Asus VivoBook X543MA Celeron 4GB 500GB INTEL HD ۸٫۰۵۰٫۰۰۰ توماندر سورنا آی تی    
52,لپ تاپ ایسوس مدل VivoBook X543MA ا Asus VivoBook X543MA Celeron 4GB 500GB INTEL HD,لپ تاپ ایسوس مدل VivoBook X543MA ا Asus VivoBook X543MA Celeron 4GB 500GB INTEL HD ۸٫۰۵۰٫۰۰۰ توماندر سورنا آی تی    
53,لپ تاپ ایسوس مدل VivoBook X543MA ا Asus VivoBook X543MA Celeron 4GB 500GB INTEL HD,
54,مک بوک پرو 16GB RAM | 1TB SSD | 4GB VGA | i9 | MVVK2 ا  MacBook Pro MVVK2 ,مک بوک پرو 16GB RAM | 1TB SSD | 4GB VGA | i9 | MVVK2 ا  MacBook Pro MVVK2  از ۷۱٫۹۸۸٫۰۰۰ توماندر ۱۷ فروشگاه    
55,مک بوک پرو 16GB RAM | 1TB SSD | 4GB VGA | i9 | MVVK2 ا  MacBook Pro MVVK2 ,مک بوک پرو 16GB RAM | 1TB SSD | 4GB VGA | i9 | MVVK2 ا  MacBook Pro MVVK2  از ۷۱٫۹۸۸٫۰۰۰ توماندر ۱۷ فروشگاه    
56,مک بوک پرو 16GB RAM | 1TB SSD | 4GB VGA | i9 | MVVK2 ا  MacBook Pro MVVK2 ,
57,لپ تاپ لنوو  12GB RAM | 1TB | 2GB VGA | i3 | Ideapad L3  ا Lenovo Ideapad L3 ,لپ تاپ لنوو  12GB RAM | 1TB | 2GB VGA | i3 | Ideapad L3  ا Lenovo Ideapad L3  از ۱۳٫۵۹۰٫۰۰۰ توماندر ۹ فروشگاه    
58,لپ تاپ لنوو  12GB RAM | 1TB | 2GB VGA | i3 | Ideapad L3  ا Lenovo Ideapad L3 ,لپ تاپ لنوو  12GB RAM | 1TB | 2GB VGA | i3 | Ideapad L3  ا Lenovo Ideapad L3  از ۱۳٫۵۹۰٫۰۰۰ توماندر ۹ فروشگاه    
59,لپ تاپ لنوو  12GB RAM | 1TB | 2GB VGA | i3 | Ideapad L3  ا Lenovo Ideapad L3 ,
60,لپ تاپ لنوو 8GB RAM | 1TB | 2GB VGA | i5 | ideapad L3  ا Lenovo ideapad L3 ,لپ تاپ لنوو 8GB RAM | 1TB | 2GB VGA | i5 | ideapad L3  ا Lenovo ideapad L3 ۴% در استوک نیواز ۱۸٫۶۵۰٫۰۰۰ توماندر ۳۱ فروشگاه    
61,لپ تاپ لنوو 8GB RAM | 1TB | 2GB VGA | i5 | ideapad L3  ا Lenovo ideapad L3 ,لپ تاپ لنوو 8GB RAM | 1TB | 2GB VGA | i5 | ideapad L3  ا Lenovo ideapad L3 ۴% در استوک نیواز ۱۸٫۶۵۰٫۰۰۰ توماندر ۳۱ فروشگاه    
62,لپ تاپ لنوو 8GB RAM | 1TB | 2GB VGA | i5 | ideapad L3  ا Lenovo ideapad L3 ,
63,i7(11370H) 8GB 512SSD 4GB Asus TUF Dash F15 FX516PE ا لپ تاپ ایسوس FX516PE i7,i7(11370H) 8GB 512SSD 4GB Asus TUF Dash F15 FX516PE ا لپ تاپ ایسوس FX516PE i7۵% در تلکاماز ۳۴٫۷۵۰٫۰۰۰ توماندر ۸ فروشگاه    
64,i7(11370H) 8GB 512SSD 4GB Asus TUF Dash F15 FX516PE ا لپ تاپ ایسوس FX516PE i7,i7(11370H) 8GB 512SSD 4GB Asus TUF Dash F15 FX516PE ا لپ تاپ ایسوس FX516PE i7۵% در تلکاماز ۳۴٫۷۵۰٫۰۰۰ توماندر ۸ فروشگاه    
65,i7(11370H) 8GB 512SSD 4GB Asus TUF Dash F15 FX516PE ا لپ تاپ ایسوس FX516PE i7,
66,لپ تاپ اپل 8GB RAM | 512GB SSD | M1 | MYD92 ا Apple MYD92,لپ تاپ اپل 8GB RAM | 512GB SSD | M1 | MYD92 ا Apple MYD92 از ۴۰٫۱۹۰٫۰۰۰ توماندر ۳۲ فروشگاه    
67,لپ تاپ اپل 8GB RAM | 512GB SSD | M1 | MYD92 ا Apple MYD92,لپ تاپ اپل 8GB RAM | 512GB SSD | M1 | MYD92 ا Apple MYD92 از ۴۰٫۱۹۰٫۰۰۰ توماندر ۳۲ فروشگاه    
68,لپ تاپ اپل 8GB RAM | 512GB SSD | M1 | MYD92 ا Apple MYD92,
69,لپ تاپ اپل 8GB RAM | 512GB SSD | M1 | MGN73 ا Apple MGN73 ,لپ تاپ اپل 8GB RAM | 512GB SSD | M1 | MGN73 ا Apple MGN73  از ۳۲٫۹۰۰٫۰۰۰ توماندر ۲۵ فروشگاه    
70,لپ تاپ اپل 8GB RAM | 512GB SSD | M1 | MGN73 ا Apple MGN73 ,لپ تاپ اپل 8GB RAM | 512GB SSD | M1 | MGN73 ا Apple MGN73  از ۳۲٫۹۰۰٫۰۰۰ توماندر ۲۵ فروشگاه    
71,لپ تاپ اپل 8GB RAM | 512GB SSD | M1 | MGN73 ا Apple MGN73 ,
72,Lenovo IdeaPad 3 i7 10510U 8GB 1TB MX330 2GB ا لپ تاپ لنوو مدل Ideapad 3 با پردازنده i7,Lenovo IdeaPad 3 i7 10510U 8GB 1TB MX330 2GB ا لپ تاپ لنوو مدل Ideapad 3 با پردازنده i7 از ۲۱٫۲۰۰٫۰۰۰ توماندر ۸ فروشگاه    
73,Lenovo IdeaPad 3 i7 10510U 8GB 1TB MX330 2GB ا لپ تاپ لنوو مدل Ideapad 3 با پردازنده i7,Lenovo IdeaPad 3 i7 10510U 8GB 1TB MX330 2GB ا لپ تاپ لنوو مدل Ideapad 3 با پردازنده i7 از ۲۱٫۲۰۰٫۰۰۰ توماندر ۸ فروشگاه    
74,Lenovo IdeaPad 3 i7 10510U 8GB 1TB MX330 2GB ا لپ تاپ لنوو مدل Ideapad 3 با پردازنده i7,
